"cve","repo","cve_time","cwe_id","cwe","patch num","commit list","desc","cwe_type","commit"
"CVE-2013-0868","FFmpeg_FFmpeg","2013/01/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","f67a0d115254461649470452058fa3c28c0df294","libavcodec/huffyuvdec.c in FFmpeg before 1.1.2 allows remote attackers to have an unspecified impact via crafted Huffyuv data, related to an out-of-bounds write and (1) unchecked return codes from the init_vlc function and (2) ""len==0 cases.""","Improper Restriction of Operations within the Bounds of a Memory Buffer","f67a0d115254461649470452058fa3c28c0df294"
"CVE-2013-0869","FFmpeg_FFmpeg","2013/01/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","695af8eed642ff0104834495652d1ee784a4c14d","The field_end function in libavcodec/h264.c in FFmpeg before 1.1.2 allows remote attackers to have an unspecified impact via crafted H.264 data, related to an SPS and slice mismatch and an out-of-bounds array access.","Improper Restriction of Operations within the Bounds of a Memory Buffer","695af8eed642ff0104834495652d1ee784a4c14d"
"CVE-2013-0873","FFmpeg_FFmpeg","2013/01/07","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","4f1279154ee9baf2078241bf5619774970d18b25","The read_header function in libavcodec/shorten.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via an invalid channel count, related to ""freeing invalid addresses.""","Improper Input Validation","4f1279154ee9baf2078241bf5619774970d18b25"
"CVE-2013-2495","FFmpeg_FFmpeg","2013/03/07","CWE-189","[('CWE-189', 'Numeric Errors')]","1","3dbc0ff9c3e6f6e0d08ea3d42cb33761bae084ba","The iff_read_header function in iff.c in libavformat in FFmpeg through 1.1.3 does not properly handle data sizes for Interchange File Format (IFF) data during operations involving a CMAP chunk or a video codec, which allows remote attackers to cause a denial of service (integer overflow, out-of-bounds array access, and application crash) or possibly have unspecified other impact via a crafted header.","Numeric Errors","3dbc0ff9c3e6f6e0d08ea3d42cb33761bae084ba"
"CVE-2013-3670","FFmpeg_FFmpeg","2013/05/24","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","c1f2c4c3b49277d65b71ccdd3b6b2878f1b593eb","The rle_unpack function in vmdav.c in libavcodec in FFmpeg git 20130328 through 20130501 does not properly use the bytestream2 API, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted RLE data.  NOTE: the vendor has listed this as an issue fixed in 1.2.1, but the issue is actually in new code that was not shipped with the 1.2.1 release or any earlier release.","Improper Restriction of Operations within the Bounds of a Memory Buffer","c1f2c4c3b49277d65b71ccdd3b6b2878f1b593eb"
"CVE-2013-3672","FFmpeg_FFmpeg","2013/05/24","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","8d3c99e825317b7efda5fd12e69896b47c700303","The mm_decode_inter function in mmvideo.c in libavcodec in FFmpeg before 1.2.1 does not validate the relationship between a horizontal coordinate and a width value, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted American Laser Games (ALG) MM Video data.","Improper Input Validation","8d3c99e825317b7efda5fd12e69896b47c700303"
"CVE-2013-3674","FFmpeg_FFmpeg","2013/05/24","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","ad002e1a13a8df934bd6cb2c84175a4780ab8942","The cdg_decode_frame function in cdgraphics.c in libavcodec in FFmpeg before 1.2.1 does not validate the presence of non-header data in a buffer, which allows remote attackers to cause a denial of service (out-of-bounds array access and application crash) via crafted CD Graphics Video data.","Improper Input Validation","ad002e1a13a8df934bd6cb2c84175a4780ab8942"
"CVE-2014-2098","FFmpeg_FFmpeg","2014/02/24","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","ec9578d54d09b64bf112c2bf7a34b1ef3b93dbd3","libavcodec/wmalosslessdec.c in FFmpeg before 2.1.4 uses an incorrect data-structure size for certain coefficients, which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via crafted WMA data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","ec9578d54d09b64bf112c2bf7a34b1ef3b93dbd3"
"CVE-2014-5271","FFmpeg_FFmpeg","2014/08/15","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","52b81ff4635c077b2bc8b8d3637d933b6629d803","Heap-based buffer overflow in the encode_slice function in libavcodec/proresenc_kostya.c in FFMpeg before 1.1.14, 1.2.x before 1.2.8, 2.x before 2.2.7, and 2.3.x before 2.3.3 and Libav before 10.5 allows remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via unspecified vectors.","Improper Restriction of Operations within the Bounds of a Memory Buffer","52b81ff4635c077b2bc8b8d3637d933b6629d803"
"CVE-2014-5272","FFmpeg_FFmpeg","2014/08/15","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","3539d6c63a16e1b2874bb037a86f317449c58770","libavcodec/iff.c in FFMpeg before 1.1.14, 1.2.x before 1.2.8, 2.2.x before 2.2.7, and 2.3.x before 2.3.2 allows remote attackers to have unspecified impact via a crafted iff image, which triggers an out-of-bounds array access, related to the rgb8 and rgbn formats.","Improper Restriction of Operations within the Bounds of a Memory Buffer","3539d6c63a16e1b2874bb037a86f317449c58770"
"CVE-2014-7933","FFmpeg_FFmpeg","2014/10/06","NVD-CWE-Other","[('NVD-CWE-Other', 'Other')]","1","490a3ebf36821b81f73e34ad3f554cb523dd2682","Use-after-free vulnerability in the matroska_read_seek function in libavformat/matroskadec.c in FFmpeg before 2.5.1, as used in Google Chrome before 40.0.2214.91, allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted Matroska file that triggers improper maintenance of tracks data.","Other","490a3ebf36821b81f73e34ad3f554cb523dd2682"
"CVE-2014-7937","FFmpeg_FFmpeg","2014/10/06","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","8c50704ebf1777bee76772c4835d9760b3721057","Multiple off-by-one errors in libavcodec/vorbisdec.c in FFmpeg before 2.4.2, as used in Google Chrome before 40.0.2214.91, allow remote attackers to cause a denial of service (use-after-free) or possibly have unspecified other impact via crafted Vorbis I data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","8c50704ebf1777bee76772c4835d9760b3721057"
"CVE-2014-8541","FFmpeg_FFmpeg","2014/10/30","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","5c378d6a6df8243f06c87962b873bd563e58cd39","libavcodec/mjpegdec.c in FFmpeg before 2.4.2 considers only dimension differences, and not bits-per-pixel differences, when determining whether an image size has changed, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted MJPEG data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","5c378d6a6df8243f06c87962b873bd563e58cd39"
"CVE-2014-8542","FFmpeg_FFmpeg","2014/10/30","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","105654e376a736d243aef4a1d121abebce912e6b","libavcodec/utils.c in FFmpeg before 2.4.2 omits a certain codec ID during enforcement of alignment, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted JV data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","105654e376a736d243aef4a1d121abebce912e6b"
"CVE-2014-8543","FFmpeg_FFmpeg","2014/10/30","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","8b0e96e1f21b761ca15dbb470cd619a1ebf86c3e","libavcodec/mmvideo.c in FFmpeg before 2.4.2 does not consider all lines of HHV Intra blocks during validation of image height, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted MM video data.","Improper Input Validation","8b0e96e1f21b761ca15dbb470cd619a1ebf86c3e"
"CVE-2014-8544","FFmpeg_FFmpeg","2014/10/30","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","e1c0cfaa419aa5d320540d5a1b3f8fd9b82ab7e5","libavcodec/tiff.c in FFmpeg before 2.4.2 does not properly validate bits-per-pixel fields, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted TIFF data.","Improper Input Validation","e1c0cfaa419aa5d320540d5a1b3f8fd9b82ab7e5"
"CVE-2014-8549","FFmpeg_FFmpeg","2014/10/30","CWE-189","[('CWE-189', 'Numeric Errors')]","1","550f3e9df3410b3dd975e590042c0d83e20a8da3","libavcodec/on2avc.c in FFmpeg before 2.4.2 does not constrain the number of channels to at most 2, which allows remote attackers to cause a denial of service (out-of-bounds access) or possibly have unspecified other impact via crafted On2 data.","Numeric Errors","550f3e9df3410b3dd975e590042c0d83e20a8da3"
"CVE-2014-9316","FFmpeg_FFmpeg","2014/12/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","0eecf40935b22644e6cd74c586057237ecfd6844","The mjpeg_decode_app function in libavcodec/mjpegdec.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds heap access) and possibly have other unspecified impact via vectors related to LJIF tags in an MJPEG file.","Improper Restriction of Operations within the Bounds of a Memory Buffer","0eecf40935b22644e6cd74c586057237ecfd6844"
"CVE-2014-9317","FFmpeg_FFmpeg","2014/12/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","79ceaf827be0b070675d4cd0a55c3386542defd8","The decode_ihdr_chunk function in libavcodec/pngdec.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds heap access) and possibly have other unspecified impact via an IDAT before an IHDR in a PNG file.","Improper Restriction of Operations within the Bounds of a Memory Buffer","79ceaf827be0b070675d4cd0a55c3386542defd8"
"CVE-2014-9318","FFmpeg_FFmpeg","2014/12/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","1d3a3b9f8907625b361420d48fe05716859620ff","The raw_decode function in libavcodec/rawdec.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds heap access) and possibly have other unspecified impact via a crafted .cine file that triggers the avpicture_get_size function to return a negative frame size.","Improper Restriction of Operations within the Bounds of a Memory Buffer","1d3a3b9f8907625b361420d48fe05716859620ff"
"CVE-2014-9319","FFmpeg_FFmpeg","2014/12/07","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","ea38e5a6b75706477898eb1e6582d667dbb9946c","The ff_hevc_decode_nal_sps function in libavcodec/hevc_ps.c in FFMpeg before 2.1.6, 2.2.x through 2.3.x, and 2.4.x before 2.4.4 allows remote attackers to cause a denial of service (out-of-bounds access) via a crafted .bit file.","Improper Restriction of Operations within the Bounds of a Memory Buffer","ea38e5a6b75706477898eb1e6582d667dbb9946c"
"CVE-2014-9602","FFmpeg_FFmpeg","2015/01/16","CWE-189","[('CWE-189', 'Numeric Errors')]","1","93a5a16f136d095d23610f57bdad10ba88120fba","libavcodec/xface.h in FFmpeg before 2.5.2 establishes certain digits and words array dimensions that do not satisfy a required mathematical relationship, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted X-Face image data.","Numeric Errors","93a5a16f136d095d23610f57bdad10ba88120fba"
"CVE-2014-9604","FFmpeg_FFmpeg","2015/01/16","CWE-189","[('CWE-189', 'Numeric Errors')]","1","3881606240953b9275a247a1c98a567f3c44890f","libavcodec/utvideodec.c in FFmpeg before 2.5.2 does not check for a zero value of a slice height, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Ut Video data, related to the (1) restore_median and (2) restore_median_il functions.","Numeric Errors","3881606240953b9275a247a1c98a567f3c44890f"
"CVE-2015-1208","FFmpeg_FFmpeg","2015/01/21","CWE-191","[('CWE-191', 'Integer Underflow (Wrap or Wraparound)')]","1","3ebd76a9c57558e284e94da367dd23b435e6a6d0","Integer underflow in the mov_read_default function in libavformat/mov.c in FFmpeg before 2.4.6 allows remote attackers to obtain sensitive information from heap and/or stack memory via a crafted MP4 file.","Integer Underflow (Wrap or Wraparound)","3ebd76a9c57558e284e94da367dd23b435e6a6d0"
"CVE-2015-1872","FFmpeg_FFmpeg","2015/02/17","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","fabbfaa095660982cc0bc63242c459561fa37037","The ff_mjpeg_decode_sof function in libavcodec/mjpegdec.c in FFmpeg before 2.5.4 does not validate the number of components in a JPEG-LS Start Of Frame segment, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Motion JPEG data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","fabbfaa095660982cc0bc63242c459561fa37037"
"CVE-2015-6818","FFmpeg_FFmpeg","2015/09/05","CWE-17","[('CWE-17', 'DEPRECATED: Code')]","1","47f4e2d8960ca756ca153ab8e3e93d80449b8c91","The decode_ihdr_chunk function in libavcodec/pngdec.c in FFmpeg before 2.7.2 does not enforce uniqueness of the IHDR (aka image header) chunk in a PNG image, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted image with two or more of these chunks.","DEPRECATED: Code","47f4e2d8960ca756ca153ab8e3e93d80449b8c91"
"CVE-2015-6819","FFmpeg_FFmpeg","2015/09/05","CWE-189","[('CWE-189', 'Numeric Errors')]","1","84afc6b70d24fc0bf686e43138c96cf60a9445fe","Multiple integer underflows in the ff_mjpeg_decode_frame function in libavcodec/mjpegdec.c in FFmpeg before 2.7.2 allow remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.","Numeric Errors","84afc6b70d24fc0bf686e43138c96cf60a9445fe"
"CVE-2015-6820","FFmpeg_FFmpeg","2015/09/05","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","79a98294da6cd85f8c86b34764c5e0c43b09eea3","The ff_sbr_apply function in libavcodec/aacsbr.c in FFmpeg before 2.7.2 does not check for a matching AAC frame syntax element before proceeding with Spectral Band Replication calculations, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted AAC data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","79a98294da6cd85f8c86b34764c5e0c43b09eea3"
"CVE-2015-6821","FFmpeg_FFmpeg","2015/09/05","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","b160fc290cf49b516c5b6ee0730fd9da7fc623b1","The ff_mpv_common_init function in libavcodec/mpegvideo.c in FFmpeg before 2.7.2 does not properly maintain the encoding context, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted MPEG data.","Improper Input Validation","b160fc290cf49b516c5b6ee0730fd9da7fc623b1"
"CVE-2015-6822","FFmpeg_FFmpeg","2015/09/05","CWE-17","[('CWE-17', 'DEPRECATED: Code')]","1","39bbdebb1ed8eb9c9b0cd6db85afde6ba89d86e4","The destroy_buffers function in libavcodec/sanm.c in FFmpeg before 2.7.2 does not properly maintain height and width values in the video context, which allows remote attackers to cause a denial of service (segmentation violation and application crash) or possibly have unspecified other impact via crafted LucasArts Smush video data.","DEPRECATED: Code","39bbdebb1ed8eb9c9b0cd6db85afde6ba89d86e4"
"CVE-2015-6823","FFmpeg_FFmpeg","2015/09/05","CWE-17","[('CWE-17', 'DEPRECATED: Code')]","1","f7068bf277a37479aecde2832208d820682b35e6","The allocate_buffers function in libavcodec/alac.c in FFmpeg before 2.7.2 does not initialize certain context data, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted Apple Lossless Audio Codec (ALAC) data.","DEPRECATED: Code","f7068bf277a37479aecde2832208d820682b35e6"
"CVE-2015-6824","FFmpeg_FFmpeg","2015/09/05","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","a5d44d5c220e12ca0cb7a4eceb0f74759cb13111","The sws_init_context function in libswscale/utils.c in FFmpeg before 2.7.2 does not initialize certain pixbuf data structures, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted video data.","Improper Input Validation","a5d44d5c220e12ca0cb7a4eceb0f74759cb13111"
"CVE-2015-6825","FFmpeg_FFmpeg","2015/09/05","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","f1a38264f20382731cf2cc75fdd98f4c9a84a626","The ff_frame_thread_init function in libavcodec/pthread_frame.c in FFmpeg before 2.7.2 mishandles certain memory-allocation failures, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via a crafted file, as demonstrated by an AVI file.","Improper Input Validation","f1a38264f20382731cf2cc75fdd98f4c9a84a626"
"CVE-2015-6826","FFmpeg_FFmpeg","2015/09/05","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","3197c0aa87a3b7190e17d49e6fbc7b554e4b3f0a","The ff_rv34_decode_init_thread_copy function in libavcodec/rv34.c in FFmpeg before 2.7.2 does not initialize certain structure members, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted (1) RV30 or (2) RV40 RealVideo data.","Improper Input Validation","3197c0aa87a3b7190e17d49e6fbc7b554e4b3f0a"
"CVE-2015-8216","FFmpeg_FFmpeg","2015/11/16","CWE-17","[('CWE-17', 'DEPRECATED: Code')]","1","d24888ef19ba38b787b11d1ee091a3d94920c76a","The ljpeg_decode_yuv_scan function in libavcodec/mjpegdec.c in FFmpeg before 2.8.2 omits certain width and height checks, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.","DEPRECATED: Code","d24888ef19ba38b787b11d1ee091a3d94920c76a"
"CVE-2015-8217","FFmpeg_FFmpeg","2015/11/16","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","93f30f825c08477fe8f76be00539e96014cc83c8","The ff_hevc_parse_sps function in libavcodec/hevc_ps.c in FFmpeg before 2.8.2 does not validate the Chroma Format Indicator, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted High Efficiency Video Coding (HEVC) data.","Improper Input Validation","93f30f825c08477fe8f76be00539e96014cc83c8"
"CVE-2015-8218","FFmpeg_FFmpeg","2015/11/16","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","d4a731b84a08f0f3839eaaaf82e97d8d9c67da46","The decode_uncompressed function in libavcodec/faxcompr.c in FFmpeg before 2.8.2 does not validate uncompressed runs, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted CCITT FAX data.","Improper Input Validation","d4a731b84a08f0f3839eaaaf82e97d8d9c67da46"
"CVE-2015-8219","FFmpeg_FFmpeg","2015/11/16","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","43492ff3ab68a343c1264801baa1d5a02de10167","The init_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.2 does not enforce minimum-value and maximum-value constraints on tile coordinates, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data.","Improper Input Validation","43492ff3ab68a343c1264801baa1d5a02de10167"
"CVE-2015-8364","FFmpeg_FFmpeg","2015/11/26","CWE-189","[('CWE-189', 'Numeric Errors')]","1","df91aa034b82b77a3c4e01791f4a2b2ff6c82066","Integer overflow in the ff_ivi_init_planes function in libavcodec/ivi.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 allows remote attackers to cause a denial of service (out-of-bounds heap-memory access) or possibly have unspecified other impact via crafted image dimensions in Indeo Video Interactive data.","Numeric Errors","df91aa034b82b77a3c4e01791f4a2b2ff6c82066"
"CVE-2015-8365","FFmpeg_FFmpeg","2015/11/26","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","4a9af07a49295e014b059c1ab624c40345af5892","The smka_decode_frame function in libavcodec/smacker.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 does not verify that the data size is consistent with the number of channels, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Smacker data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","4a9af07a49295e014b059c1ab624c40345af5892"
"CVE-2015-8662","FFmpeg_FFmpeg","2015/12/23","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","75422280fbcdfbe9dc56bde5525b4d8b280f1bc5","The ff_dwt_decode function in libavcodec/jpeg2000dwt.c in FFmpeg before 2.8.4 does not validate the number of decomposition levels before proceeding with Discrete Wavelet Transform decoding, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","75422280fbcdfbe9dc56bde5525b4d8b280f1bc5"
"CVE-2015-8663","FFmpeg_FFmpeg","2015/12/23","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","abee0a1c60612e8638640a8a3738fffb65e16dbf","The ff_get_buffer function in libavcodec/utils.c in FFmpeg before 2.8.4 preserves width and height values after a failure, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .mov file.","Improper Restriction of Operations within the Bounds of a Memory Buffer","abee0a1c60612e8638640a8a3738fffb65e16dbf"
"CVE-2016-2213","FFmpeg_FFmpeg","2016/02/03","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","0aada30510d809bccfd539a90ea37b61188f2cb4","The jpeg2000_decode_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.6 allows remote attackers to cause a denial of service (out-of-bounds array read access) via crafted JPEG 2000 data.","Improper Restriction of Operations within the Bounds of a Memory Buffer","0aada30510d809bccfd539a90ea37b61188f2cb4"
"CVE-2016-2326","FFmpeg_FFmpeg","2016/02/11","CWE-190","[('CWE-190', 'Integer Overflow or Wraparound')]","1","7c0b84d89911b2035161f5ef51aafbfcc84aa9e2","Integer overflow in the asf_write_packet function in libavformat/asfenc.c in FFmpeg before 2.8.5 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted PTS (aka presentation timestamp) value in a .mov file.","Integer Overflow or Wraparound","7c0b84d89911b2035161f5ef51aafbfcc84aa9e2"
"CVE-2016-2327","FFmpeg_FFmpeg","2016/02/11","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","7ec9c5ce8a753175244da971fed9f1e25aef7971","libavcodec/pngenc.c in FFmpeg before 2.8.5 uses incorrect line sizes in certain row calculations, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .avi file, related to the apng_encode_frame and encode_apng functions.","Improper Restriction of Operations within the Bounds of a Memory Buffer","7ec9c5ce8a753175244da971fed9f1e25aef7971"
"CVE-2016-2328","FFmpeg_FFmpeg","2016/02/11","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","ad3b6fa7d83db7de951ed891649af93a47e74be5","libswscale/swscale_unscaled.c in FFmpeg before 2.8.6 does not validate certain height values, which allows remote attackers to cause a denial of service (out-of-bounds array read access) or possibly have unspecified other impact via a crafted .cine file, related to the bayer_to_rgb24_wrapper and bayer_to_yv12_wrapper functions.","Improper Restriction of Operations within the Bounds of a Memory Buffer","ad3b6fa7d83db7de951ed891649af93a47e74be5"
"CVE-2016-6164","FFmpeg_FFmpeg","2016/07/05","CWE-190","[('CWE-190', 'Integer Overflow or Wraparound')]","1","8a3221cc67a516dfc1700bdae3566ec52c7ee823","Integer overflow in the mov_build_index function in libavformat/mov.c in FFmpeg before 2.8.8, 3.0.x before 3.0.3 and 3.1.x before 3.1.1 allows remote attackers to have unspecified impact via vectors involving sample size.","Integer Overflow or Wraparound","8a3221cc67a516dfc1700bdae3566ec52c7ee823"
"CVE-2016-6920","FFmpeg_FFmpeg","2016/08/23","CWE-119","[('CWE-119', 'Improper Restriction of Operations within the Bounds of a Memory Buffer')]","1","01aee8148d4fa439cce678a11f5110656c98de1f","Heap-based buffer overflow in the decode_block function in libavcodec/exr.c in FFmpeg before 3.1.3 allows remote attackers to cause a denial of service (application crash) via vectors involving tile positions.","Improper Restriction of Operations within the Bounds of a Memory Buffer","01aee8148d4fa439cce678a11f5110656c98de1f"
"CVE-2016-5690","ImageMagick_ImageMagick","2016/06/16","CWE-476","[('CWE-476', 'NULL Pointer Dereference')]","1","5511ef530576ed18fd636baa3bb4eda3d667665d","The ReadDCMImage function in DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact via vectors involving the for statement in computing the pixel scaling table.","NULL Pointer Dereference","5511ef530576ed18fd636baa3bb4eda3d667665d"
"CVE-2016-5691","ImageMagick_ImageMagick","2016/06/16","CWE-20","[('CWE-20', 'Improper Input Validation')]","1","5511ef530576ed18fd636baa3bb4eda3d667665d","The DCM reader in ImageMagick before 6.9.4-5 and 7.x before 7.0.1-7 allows remote attackers to have unspecified impact by leveraging lack of validation of (1) pixel.red, (2) pixel.green, and (3) pixel.blue.","Improper Input Validation","5511ef530576ed18fd636baa3bb4eda3d667665d"
"CVE-2016-6491","ImageMagick_ImageMagick","2016/07/28","CWE-125","[('CWE-125', 'Out-of-bounds Read')]","1","dd84447b63a71fa8c3f47071b09454efc667767b","Buffer overflow in the Get8BIMProperty function in MagickCore/property.c in ImageMagick before 6.9.5-4 and 7.x before 7.0.2-6 allows remote attackers to cause a denial of service (out-of-bounds read, memory leak, and crash) via a crafted image.","Out-of-bounds Read","dd84447b63a71fa8c3f47071b09454efc667767b"
"CVE-2014-2058","jenkinsci_jenkins","2014/02/19","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","5548b5220cfd496831b5721124189ff18fbb12a3","BuildTrigger in Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users to bypass access restrictions and execute arbitrary jobs by configuring a job to trigger another job. NOTE: this vulnerability exists because of an incomplete fix for CVE-2013-7330.","Permissions, Privileges, and Access Controls","5548b5220cfd496831b5721124189ff18fbb12a3"
"CVE-2014-2059","jenkinsci_jenkins","2014/02/19","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","1","5548b5220cfd496831b5721124189ff18fbb12a3","Directory traversal vulnerability in the CLI job creation (hudson/cli/CreateJobCommand.java) in Jenkins before 1.551 and LTS before 1.532.2 allows remote authenticated users to overwrite arbitrary files via the job name.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","5548b5220cfd496831b5721124189ff18fbb12a3"
"CVE-2014-3663","jenkinsci_jenkins","2014/05/14","CWE-264","[('CWE-264', 'Permissions, Privileges, and Access Controls')]","1","54d44502bd6ec8df23bf8ef0413bdad650ef321e","Jenkins before 1.583 and LTS before 1.565.3 allows remote authenticated users with the Job/CONFIGURE permission to bypass intended restrictions and create or destroy arbitrary jobs via unspecified vectors.","Permissions, Privileges, and Access Controls","54d44502bd6ec8df23bf8ef0413bdad650ef321e"
"CVE-2014-3664","jenkinsci_jenkins","2014/05/14","CWE-22","[('CWE-22', ""Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')"")]","1","71a28615e33fe42e3cc7a34ef86e31ed5d87bc74","Directory traversal vulnerability in Jenkins before 1.583 and LTS before 1.565.3 allows remote authenticated users with the Overall/READ permission to read arbitrary files via unspecified vectors.","Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')","71a28615e33fe42e3cc7a34ef86e31ed5d87bc74"
